,id,original_title,release_date,genres,vote_count,language
285,27581,The Other Guys,2010-08-06,"['Action', 'Comedy', 'Crime']",1383,English
286,9268,Eraser,1996-06-21,"['Action', 'Drama', 'Mystery', 'Thriller']",543,English
287,68718,Django Unchained,2012-12-25,"['Drama', 'Western']",10099,English
288,10545,The Hunchback of Notre Dame,1996-06-21,"['Drama', 'Animation', 'Family']",1129,English
289,11688,The Emperor's New Groove,2000-12-09,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1490,English
290,76163,The Expendables 2,2012-08-08,"['Action', 'Adventure', 'Thriller']",2896,English
291,2059,National Treasure,2004-11-19,"['Adventure', 'Action', 'Thriller', 'Mystery']",1926,English
292,2486,Eragon,2006-12-14,"['Fantasy', 'Action', 'Adventure', 'Family']",967,English
293,16523,Where the Wild Things Are,2009-10-16,"['Family', 'Fantasy']",572,English
294,116711,Epic,2013-05-15,"['Animation', 'Adventure', 'Family', 'Fantasy']",1121,English
295,37710,The Tourist,2010-12-08,"['Action', 'Thriller', 'Romance']",1699,English
296,9946,End of Days,1999-11-24,"['Action', 'Fantasy', 'Horror', 'Mystery']",482,English
297,1372,Blood Diamond,2006-12-07,"['Drama', 'Thriller', 'Action']",2281,English
298,106646,The Wolf of Wall Street,2013-12-25,"['Crime', 'Drama', 'Comedy']",6571,English
299,414,Batman Forever,1995-05-31,"['Action', 'Crime', 'Fantasy']",1498,English
300,563,Starship Troopers,1997-11-06,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1560,English
301,83542,Cloud Atlas,2012-10-26,"['Drama', 'Science Fiction']",2977,English
302,41216,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,"['Animation', 'Adventure', 'Family', 'Fantasy']",703,English
303,314,Catwoman,2004-07-22,"['Action', 'Crime']",808,English
304,184315,Hercules,2014-07-23,"['Action', 'Adventure']",1680,English
305,9016,Treasure Planet,2002-11-26,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",948,English
306,18162,Land of the Lost,2009-06-05,"['Adventure', 'Comedy', 'Science Fiction']",381,English
307,138103,The Expendables 3,2014-08-04,"['Action', 'Adventure', 'Thriller']",1795,English
308,257088,Point Break,2015-12-03,"['Action', 'Crime', 'Thriller']",783,English
309,10214,Son of the Mask,2005-02-18,"['Fantasy', 'Comedy', 'Family', 'Adventure']",338,English
310,205775,In the Heart of the Sea,2015-11-20,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",1276,English
311,11692,The Adventures of Pluto Nash,2002-08-15,"['Action', 'Comedy', 'Science Fiction']",142,English
312,22972,Green Zone,2010-03-11,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",717,English
313,227973,The Peanuts Movie,2015-11-05,['Animation'],604,English
314,29193,The Spanish Prisoner,1997-09-08,"['Crime', 'Drama', 'Mystery', 'Thriller']",73,English
315,1734,The Mummy Returns,2001-04-28,"['Adventure', 'Action', 'Fantasy']",2206,English
316,3131,Gangs of New York,2002-12-14,"['Drama', 'History', 'Crime']",1910,English
317,76758,金陵十三釵,2011-12-15,"['Drama', 'History', 'War']",187,Chinese
318,9408,Surf's Up,2007-06-08,"['Animation', 'Comedy', 'Family']",601,English
319,9890,The Stepford Wives,2004-06-10,"['Action', 'Comedy', 'Science Fiction']",334,English
320,855,Black Hawk Down,2001-12-28,"['Action', 'History', 'War']",1811,English
321,77953,The Campaign,2012-08-09,['Comedy'],578,English
322,18,The Fifth Element,1997-05-07,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",3885,English
323,37786,Sex and the City 2,2010-05-26,"['Comedy', 'Drama', 'Romance']",426,English
324,10501,The Road to El Dorado,2000-03-31,"['Adventure', 'Animation', 'Comedy', 'Family']",858,English
325,57800,Ice Age: Continental Drift,2012-06-26,"['Animation', 'Comedy', 'Adventure', 'Family']",2672,English
326,150689,Cinderella,2015-03-12,"['Romance', 'Fantasy', 'Family', 'Drama']",2374,English
327,7980,The Lovely Bones,2009-12-26,"['Fantasy', 'Drama']",1065,English
328,12,Finding Nemo,2003-05-30,"['Animation', 'Family']",6122,English
329,122,The Lord of the Rings: The Return of the King,2003-12-01,"['Adventure', 'Fantasy', 'Action']",8064,English
330,121,The Lord of the Rings: The Two Towers,2002-12-18,"['Adventure', 'Fantasy', 'Action']",7487,English
331,68737,Seventh Son,2014-12-12,"['Adventure', 'Fantasy']",957,English
332,1995,Lara Croft: Tomb Raider,2001-06-11,"['Adventure', 'Fantasy', 'Action', 'Thriller']",2192,English
333,157353,Transcendence,2014-04-16,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",2295,English
334,331,Jurassic Park III,2001-07-18,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2077,English
335,61791,Rise of the Planet of the Apes,2011-08-03,"['Thriller', 'Action', 'Drama', 'Science Fiction']",4347,English
336,8204,The Spiderwick Chronicles,2008-02-14,"['Adventure', 'Family', 'Fantasy']",572,English
337,47964,A Good Day to Die Hard,2013-02-06,"['Action', 'Thriller']",3493,English
338,10733,The Alamo,2004-04-07,"['Western', 'History', 'War']",106,English
339,9806,The Incredibles,2004-11-05,"['Action', 'Adventure', 'Animation', 'Family']",5152,English
340,1408,Cutthroat Island,1995-12-22,"['Action', 'Adventure']",136,English
341,32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,"['Adventure', 'Fantasy', 'Family']",2010,English
342,607,Men in Black,1997-07-02,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",4412,English
343,863,Toy Story 2,1999-10-30,"['Animation', 'Comedy', 'Family']",3806,English
344,44048,Unstoppable,2010-11-04,"['Action', 'Thriller']",1165,English
345,5175,Rush Hour 2,2001-08-03,"['Action', 'Comedy', 'Crime', 'Thriller']",1054,English
346,2655,What Lies Beneath,2000-07-21,"['Drama', 'Horror', 'Mystery', 'Thriller']",488,English
347,22794,Cloudy with a Chance of Meatballs,2009-09-17,"['Animation', 'Comedy', 'Family']",1747,English
348,8355,Ice Age: Dawn of the Dinosaurs,2009-06-29,"['Animation', 'Comedy', 'Family', 'Adventure']",2271,English
349,116745,The Secret Life of Walter Mitty,2013-12-18,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",3144,English
350,4327,Charlie's Angels,2000-11-02,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",1232,English
351,1422,The Departed,2006-10-05,"['Drama', 'Thriller', 'Crime']",4339,English
352,10674,Mulan,1998-06-18,"['Animation', 'Family', 'Adventure']",2008,English
353,7446,Tropic Thunder,2008-08-09,"['Action', 'Comedy']",1667,English
354,65754,The Girl with the Dragon Tattoo,2011-12-14,"['Thriller', 'Crime', 'Mystery', 'Drama']",2434,English
355,1572,Die Hard: With a Vengeance,1995-05-19,"['Action', 'Thriller']",2066,English
356,10528,Sherlock Holmes,2009-12-23,"['Action', 'Adventure', 'Crime', 'Mystery']",5766,English
357,271969,Ben-Hur,2016-08-17,['Drama'],621,English
358,10865,Atlantis: The Lost Empire,2001-06-02,"['Animation', 'Family', 'Adventure', 'Science Fiction']",1224,English
359,258509,Alvin and the Chipmunks: The Road Chip,2015-12-17,"['Adventure', 'Animation', 'Comedy', 'Family']",428,English
360,2253,Valkyrie,2008-12-25,"['Drama', 'Thriller', 'History', 'War']",1173,English
361,10661,You Don't Mess with the Zohan,2008-06-05,"['Comedy', 'Action']",1048,English
362,257344,Pixels,2015-07-16,"['Action', 'Comedy', 'Science Fiction']",2513,English
363,644,A.I. Artificial Intelligence,2001-06-29,"['Drama', 'Science Fiction', 'Adventure']",1974,English
364,10756,The Haunted Mansion,2003-11-25,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",466,English
365,686,Contact,1997-07-11,"['Drama', 'Science Fiction', 'Mystery']",1308,English
366,9383,Hollow Man,2000-08-04,"['Action', 'Science Fiction', 'Thriller']",634,English
367,179,The Interpreter,2005-04-08,"['Crime', 'Thriller']",392,English
368,76285,Percy Jackson: Sea of Monsters,2013-08-07,"['Adventure', 'Family', 'Fantasy']",1648,English
369,1996,Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,"['Action', 'Adventure', 'Fantasy', 'Thriller']",1418,English
370,291805,Now You See Me 2,2016-06-02,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",3235,English
371,10003,The Saint,1997-04-03,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",302,English
372,1535,Spy Game,2001-11-18,"['Action', 'Crime', 'Thriller']",579,English
373,2067,Mission to Mars,2000-03-10,['Science Fiction'],369,English
374,46195,Rio,2011-04-03,"['Animation', 'Adventure', 'Comedy', 'Family']",2166,English
375,2277,Bicentennial Man,1999-12-17,"['Comedy', 'Science Fiction']",963,English
376,10357,Volcano,1997-04-25,"['Science Fiction', 'Action', 'Drama', 'Thriller']",376,English
377,4477,The Devil's Own,1997-03-12,"['Crime', 'Thriller', 'Drama']",290,English
378,8665,K-19: The Widowmaker,2002-07-19,"['Drama', 'History', 'Thriller']",264,English
379,9387,Conan the Barbarian,1982-04-02,"['Adventure', 'Fantasy', 'Action']",650,English
380,921,Cinderella Man,2005-06-02,"['Romance', 'Drama', 'History']",616,English
381,49852,The Nutcracker: The Untold Story,2010-11-24,"['Fantasy', 'Action', 'Family']",50,English
382,4464,Seabiscuit,2003-07-22,"['Drama', 'History']",216,English
383,664,Twister,1996-05-10,"['Action', 'Adventure', 'Drama']",950,English
384,8358,Cast Away,2000-12-22,"['Adventure', 'Drama']",3218,English
385,9836,Happy Feet,2006-11-16,"['Animation', 'Comedy']",1410,English
386,2502,The Bourne Supremacy,2004-07-23,"['Action', 'Drama', 'Thriller']",2825,English
387,9772,Air Force One,1997-07-25,"['Action', 'Thriller']",840,English
388,161,Ocean's Eleven,2001-12-07,"['Thriller', 'Crime']",3783,English
389,52451,The Three Musketeers,2011-08-31,"['Adventure', 'Action', 'Thriller']",924,English
390,76492,Hotel Transylvania,2012-09-20,"['Animation', 'Comedy', 'Family', 'Fantasy']",2566,English
391,4523,Enchanted,2007-11-20,"['Comedy', 'Family', 'Fantasy', 'Romance']",1449,English
392,59961,Safe House,2012-02-09,"['Action', 'Thriller']",1345,English
393,10481,102 Dalmatians,2000-10-07,"['Comedy', 'Family']",313,English
394,59108,Tower Heist,2011-11-02,"['Action', 'Comedy']",932,English
395,1581,The Holiday,2006-12-08,"['Comedy', 'Romance']",1225,English
396,9798,Enemy of the State,1998-11-20,"['Action', 'Drama', 'Thriller']",1240,English
397,22897,It's Complicated,2009-12-23,"['Comedy', 'Romance']",360,English
398,298,Ocean's Thirteen,2007-06-07,"['Crime', 'Thriller']",1999,English
399,7484,Open Season,2006-09-29,"['Adventure', 'Animation', 'Family']",656,English
400,157350,Divergent,2014-03-14,"['Adventure', 'Action', 'Science Fiction']",4663,English
401,853,Enemy at the Gates,2001-03-13,['War'],999,English
402,10159,The Rundown,2003-09-26,"['Adventure', 'Action', 'Comedy', 'Thriller']",514,English
403,9593,Last Action Hero,1993-06-18,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",712,English
404,1904,Memoirs of a Geisha,2005-12-06,"['Drama', 'History', 'Romance']",652,English
405,9615,The Fast and the Furious: Tokyo Drift,2006-06-03,"['Action', 'Crime', 'Drama', 'Thriller']",1705,English
406,51052,Arthur Christmas,2011-02-22,"['Drama', 'Animation', 'Family', 'Comedy']",333,English
407,297,Meet Joe Black,1998-11-12,"['Fantasy', 'Drama', 'Mystery']",1147,English
408,9884,Collateral Damage,2002-02-06,"['Action', 'Thriller', 'Drama']",427,English
409,16858,All That Jazz,1979-12-20,"['Drama', 'Music']",85,English
410,62764,Mirror Mirror,2012-03-15,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",1114,English
411,22538,Scott Pilgrim vs. the World,2010-07-27,"['Action', 'Adventure', 'Comedy']",2126,English
412,9341,The Core,2003-03-28,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",516,English
413,12107,Nutty Professor II: The Klumps,2000-07-27,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",332,English
414,9637,Scooby-Doo,2002-06-14,"['Mystery', 'Adventure', 'Comedy']",820,English
415,49049,Dredd,2012-09-07,"['Action', 'Science Fiction']",1940,English
416,9339,Click,2006-06-22,"['Comedy', 'Drama', 'Fantasy', 'Romance']",2104,English
417,16281,Creepshow,1982-11-12,"['Horror', 'Comedy', 'Fantasy']",226,English
418,39691,Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,"['Comedy', 'Family']",119,English
419,8247,Jumper,2008-02-10,"['Adventure', 'Fantasy', 'Science Fiction']",1799,English
420,11253,Hellboy II: The Golden Army,2008-07-11,"['Adventure', 'Fantasy', 'Science Fiction']",1527,English
421,1949,Zodiac,2007-03-02,"['Crime', 'Drama', 'Mystery', 'Thriller']",2023,English
422,8452,The 6th Day,2000-11-17,['Science Fiction'],595,English
423,310,Bruce Almighty,2003-05-23,"['Fantasy', 'Comedy']",3012,English
424,27578,The Expendables,2010-08-03,"['Thriller', 'Adventure', 'Action']",2926,English
425,954,Mission: Impossible,1996-05-22,"['Adventure', 'Action', 'Thriller']",2631,English
426,70160,The Hunger Games,2012-03-12,"['Science Fiction', 'Adventure', 'Fantasy']",9455,English
427,45243,The Hangover Part II,2011-05-25,['Comedy'],3739,English
428,364,Batman Returns,1992-06-19,"['Action', 'Fantasy']",1673,English
429,7518,Over the Hedge,2006-04-22,"['Comedy', 'Animation', 'Family']",1074,English
430,11544,Lilo & Stitch,2002-06-21,"['Animation', 'Family']",1314,English
431,9986,Charlotte's Web,2006-12-15,"['Comedy', 'Family', 'Fantasy']",288,English
432,8656,Deep Impact,1998-05-08,"['Action', 'Drama', 'Romance']",855,English
433,146216,RED 2,2013-07-18,"['Action', 'Comedy', 'Crime', 'Thriller']",1526,English
434,9291,The Longest Yard,2005-05-19,"['Comedy', 'Drama']",785,English
435,55301,Alvin and the Chipmunks: Chipwrecked,2011-12-14,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",484,English
436,109418,Grown Ups 2,2013-07-11,['Comedy'],1155,English
437,11665,Get Smart,2008-06-19,"['Action', 'Comedy', 'Thriller']",1051,English
438,6964,Something's Gotta Give,2003-12-12,"['Drama', 'Comedy', 'Romance']",410,English
439,11324,Shutter Island,2010-02-18,"['Drama', 'Thriller', 'Mystery']",6336,English
440,12193,Four Christmases,2008-11-26,"['Comedy', 'Romance', 'Drama']",331,English
441,9928,Robots,2005-03-10,"['Animation', 'Comedy', 'Family', 'Science Fiction']",1333,English
442,754,Face/Off,1997-06-27,"['Action', 'Crime', 'Science Fiction', 'Thriller']",1583,English
443,10202,Bedtime Stories,2008-12-24,"['Fantasy', 'Comedy', 'Family', 'Romance']",901,English
444,4147,Road to Perdition,2002-07-12,"['Thriller', 'Crime', 'Drama']",1077,English
445,50546,Just Go with It,2011-02-10,"['Romance', 'Comedy']",1543,English
446,1701,Con Air,1997-06-01,"['Action', 'Thriller', 'Crime']",1270,English
447,13027,Eagle Eye,2008-09-25,"['Mystery', 'Thriller', 'Action']",1018,English
448,2289,Cold Mountain,2003-12-24,['Drama'],533,English
449,20504,The Book of Eli,2010-01-14,"['Action', 'Thriller', 'Science Fiction']",2164,English
450,9574,Flubber,1997-11-26,"['Comedy', 'Family', 'Science Fiction']",695,English
451,11618,The Haunting,1999-07-23,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",369,English
452,2300,Space Jam,1996-11-15,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",1288,English
453,12096,The Pink Panther,2006-01-18,"['Action', 'Comedy', 'Crime', 'Mystery', 'Family']",550,English
454,10200,The Day the Earth Stood Still,2008-12-10,"['Drama', 'Science Fiction', 'Thriller']",1043,English
455,8834,Conspiracy Theory,1997-08-07,"['Action', 'Drama', 'Mystery', 'Thriller']",431,English
456,228150,Fury,2014-10-15,"['War', 'Drama', 'Action']",3946,English
457,6068,Six Days Seven Nights,1998-06-12,"['Action', 'Adventure', 'Comedy', 'Romance']",332,English
458,41515,Yogi Bear,2010-12-11,"['Comedy', 'Family', 'Animation', 'Adventure']",220,English
459,9023,Spirit: Stallion of the Cimarron,2002-05-24,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",831,English
460,38317,Zookeeper,2011-07-06,"['Comedy', 'Romance', 'Family']",498,English
461,2157,Lost in Space,1998-04-03,"['Adventure', 'Family', 'Science Fiction']",388,English
462,14462,The Manchurian Candidate,2004-07-30,"['Drama', 'Thriller', 'Mystery']",393,English
463,161795,Déjà Vu,1998-04-22,"['Romance', 'Drama']",1,English
464,159824,Hotel Transylvania 2,2015-09-21,"['Animation', 'Comedy', 'Family']",1497,English
465,49948,Fantasia 2000,1999-12-17,"['Animation', 'Family', 'Music']",292,English
466,2135,The Time Machine,2002-03-04,"['Science Fiction', 'Adventure', 'Action']",631,English
467,9822,Mighty Joe Young,1998-12-25,"['Action', 'Adventure', 'Family', 'Fantasy']",208,English
468,9705,Swordfish,2001-06-07,"['Action', 'Crime', 'Thriller']",932,English
469,1656,The Legend of Zorro,2005-10-24,"['Action', 'Adventure']",893,English
470,12159,What Dreams May Come,1998-10-02,"['Drama', 'Fantasy', 'Romance']",577,English
471,9678,Little Nicky,2000-11-10,"['Comedy', 'Fantasy', 'Romance']",438,English
472,4442,The Brothers Grimm,2005-08-26,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",818,English
473,75,Mars Attacks!,1996-12-12,"['Comedy', 'Fantasy', 'Science Fiction']",1509,English
474,330770,Évolution,2015-09-14,"['Mystery', 'Drama', 'Horror']",47,French
475,9433,The Edge,1997-09-06,"['Action', 'Adventure', 'Drama']",349,English
476,19959,Surrogates,2009-09-24,"['Action', 'Science Fiction', 'Thriller']",1195,English
477,11973,Thirteen Days,2000-12-24,"['Drama', 'Thriller']",189,English
478,11228,Daylight,1996-12-06,"['Action', 'Adventure', 'Thriller']",378,English
479,77951,Walking With Dinosaurs,2013-12-18,"['Animation', 'Family', 'Adventure']",133,English
480,5491,Battlefield Earth,2000-05-10,"['Action', 'Science Fiction', 'War']",255,English
481,10715,Looney Tunes: Back in Action,2003-11-14,"['Animation', 'Comedy', 'Family']",297,English
482,10197,Nine,2009-12-03,"['Drama', 'Music', 'Romance']",165,English
483,9562,Timeline,2003-11-26,"['Action', 'Adventure', 'Science Fiction']",318,English
484,9922,The Postman,1997-12-25,"['Drama', 'Adventure']",299,English
485,9447,Babe: Pig in the City,1998-11-25,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",305,English
486,274854,The Last Witch Hunter,2015-10-21,"['Fantasy', 'Action', 'Adventure']",1316,English
487,8870,Red Planet,2000-11-10,"['Thriller', 'Action', 'Science Fiction']",267,English
488,9992,Arthur et les Minimoys,2006-12-13,"['Adventure', 'Fantasy', 'Animation', 'Family']",639,English
489,36970,Oceans,2009-10-17,"['Documentary', 'Family']",111,English
490,10077,A Sound of Thunder,2005-05-15,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",111,English
